state_name,year,ECO_prop_hh_microfin,OUT_hh_income_monthly,OUT_prop_saving,ACC_pop_hh_elec,SKL_fem_literacy,SRV_pop_hh_sf,AGR_fem_15_24_hyg_period,NAT_upi_total_vol,NAT_upi_total_val,NAT_upi_p2p_vol,NAT_upi_p2m_vol,NAT_ib_no_of_transactions,NAT_ib_amt_of_transactions,NAT_ib_active_users,AGR_shg_member_scale,Z_ACC_pop_hh_elec,Z_SKL_fem_literacy,Z_SRV_pop_hh_sf,Z_AGR_fem_15_24_hyg_period,Z_AGR_shg_member_scale,Z_ECO_prop_hh_microfin,Z_OUT_hh_income_monthly,Z_OUT_prop_saving,ACC_score,SKL_score,SRV_score,AGR_score,ECO_score,OUT_score,DCLO_score,CTX_dpi_composite_v2,CTX_dpi_confidence_score,CTX_coverage_ratio,CTX_imputation_share,Z_CTX_dpi_composite_v2,DCLO_score_context_adjusted
Bihar,2016,27.0,5854.0,49.0,78.63947368421053,28.821052631578947,37.72763157894737,44.48026315789474,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,12192290.0,-2.875572575648607,-0.32687329808087606,-1.6927555908559082,-1.850639979768044,2.5766771002390634,0.6515928789897886,-1.4386916823649423,-0.5590031465956825,-2.875572575648607,-0.32687329808087606,-1.6927555908559082,0.3630185602355097,0.6515928789897886,-0.9988474144803123,-0.8132395733067342,0.122015025659487,100.0,1.0,0,-1.0206406871899134,-0.9663356763852212
Chandigarh,2016,11.0,7272.0,42.0,95.84398148148148,38.70151515151515,63.705555555555556,71.72339572192513,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,1645436.5,0.08651866669379825,-0.03110059157622718,-0.13858078655010322,-0.1297525532300818,-0.35213844094386393,-0.785350947990625,-0.9601485234107422,-0.9225554771713773,0.08651866669379825,-0.03110059157622718,-0.13858078655010322,-0.24094549708697288,-0.785350947990625,-0.9413520002910598,-0.341801859466865,0.122015025659487,100.0,1.0,0,-1.0206406871899134,-0.494897962545352
Chhattisgarh,2016,12.0,8560.0,81.0,95.84398148148148,34.00185185185185,51.61203703703704,55.17453703703704,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,2782646.0,0.08651866669379825,-0.17178551710448653,-0.8620967146824471,-1.1859164074591855,0.009372118330203906,-0.6955419588043491,-0.3406876302117377,1.1029503646074936,0.08651866669379825,-0.17178551710448653,-0.8620967146824471,-0.5882721445644907,-0.6955419588043491,0.381131367197878,-0.30834105021068287,0.122015025659487,100.0,1.0,0,-1.0206406871899134,-0.4614371532891699
Delhi,2016,6.0,12072.0,23.0,99.86363636363636,83.8,81.0909090909091,97.05454545454545,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,1645436.5,0.8263123014327509,1.3189273950671943,0.9015284405353775,1.4742717969330654,-0.35213844094386393,-1.234395893922004,1.3484013891321318,-1.8080650823593194,0.8263123014327509,1.3189273950671943,0.9015284405353775,0.5610666779946007,-1.234395893922004,-0.2298318466135938,0.3572678457490542,0.122015025659487,100.0,1.0,0,-1.0206406871899134,0.20417174267056717
Gujarat,2016,65.0,7811.0,62.0,95.9671875,37.26875,63.465625,60.271875,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,2660899.0,0.10986614146935707,-0.0739905702380679,-0.15293505229371332,-0.8605994649568334,-0.029330360025754197,2.178345695156478,-0.7009176061481154,0.11616546733060773,0.10986614146935707,-0.0739905702380679,-0.15293505229371332,-0.4449649124912938,2.178345695156478,-0.2923760694087538,0.22065753869900104,0.122015025659487,100.0,1.0,0,-1.0206406871899134,0.06756143562051403
Haryana,2016,7.0,10518.0,45.0,99.21931818181818,39.699999999999996,82.82613636363635,86.11045454545454,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,580325.0,0.7261431705753657,-0.0012108404188944178,1.005341451515214,0.7884431838545157,-0.6907295748151878,-1.1445869047357284,0.6010083549463764,-0.7667473354960795,0.7261431705753657,-0.0012108404188944178,1.005341451515214,0.048856804519663954,-1.1445869047357284,-0.08286949027485158,0.09194569853012818,0.122015025659487,100.0,1.0,0,-1.0206406871899134,-0.06115040454835882
Himachal Pradesh,2016,14.0,8880.0,80.0,99.39500000000001,45.325,76.29,88.12,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,330554.0,0.7594347813898823,0.16717413859718852,0.6143056449966634,0.9166942803763216,-0.7701299437889285,-0.5159239804317974,-0.1867843027088794,1.0510143173823943,0.7594347813898823,0.16717413859718852,0.6143056449966634,0.07328216829369655,-0.5159239804317974,0.43211500733675745,0.25506462669706514,0.122015025659487,100.0,1.0,0,-1.0206406871899134,0.10196852361857814
Jammu And Kashmir,2016,21.0,9877.0,55.0,97.57249999999999,37.5225,62.3475,67.3575,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,629974.0,0.41407200374228215,-0.06639453674023117,-0.21982883890380597,-0.4083881582970049,-0.6749465218619737,0.1127389438721335,0.2927207520422134,-0.24738686324508702,0.41407200374228215,-0.06639453674023117,-0.21982883890380597,-0.5416673400794894,0.1127389438721335,0.022666944398563177,-0.04640213728509127,0.122015025659487,100.0,1.0,0,-1.0206406871899134,-0.19949824036357827
Jharkhand,2016,5.0,16020.0,21.0,85.73958333333334,29.870833333333334,38.79375,60.90416666666666,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,3135384.0,-1.8282593914141139,-0.2954480000477381,-1.6289731889250119,-0.8202460112003263,0.1215049414003736,-1.32420488310828,2.8191400625813214,-1.8080650823593194,-1.8282593914141139,-0.2954480000477381,-1.6289731889250119,-0.3493705348999763,-1.32420488310828,0.505537490111001,-0.8201197513806865,0.122015025659487,100.0,1.0,0,-1.0206406871899134,-0.9732158544591735
Karnataka,2016,23.0,8059.0,51.0,98.53666666666668,37.915,64.52166666666668,76.51166666666667,15003.34,2742522.49,8947.5,6055.85,3580285350.0,7668933532.51,747362873.0,2726564.0,0.5967810726669629,-0.054645007093331234,-0.08975550984419596,0.17583943908716096,-0.008455938140664717,0.2923569222446852,-0.5816425273334002,-0.45513105214548405,0.5967810726669629,-0.054645007093331234,-0.08975550984419596,0.08369175047324812,0.2923569222446852,-0.5183867897394421,0.051673739784654504,0.122015025659487,100.0,1.0,0,-1.0206406871899134,-0.1014223632938325
