economy,iso3c,year,region,subregion,population,independent,ACC_score,SKL_score,SRV_score,AGR_score,ECO_score,OUT_score,DCLO_score,n_domains_used,n_indicators_selected,observed_indicator_points,expected_indicator_points_year,coverage_ratio,DCLO_score_confidence_weighted,model_trust_tier
Latvia,LVA,2016,Europe & Central Asia,,,,0.5316853030755152,0.7470211100057309,0.03907895148442827,2.024621044514316,0.2507046136025202,-0.868565010846039,0.4540910019727453,6,17,16,17,0.9411764705882353,0.4540910019727453,High
Least developed countries: UN classification,LDC,2016,Aggregates,,,,-0.34488801834617905,-0.1377604598894205,-0.5920017250702024,-0.20737116857079183,-0.39483434537140055,-1.016675700125686,-0.44892190289561346,6,17,15,17,0.8823529411764706,-0.44892190289561346,High
Lebanon,LBN,2016,"Middle East, North Africa, Afghanistan & Pakistan","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,,0.0442806707481825,0.25467931139093586,0.008833930417342836,1.127037450099089,-0.2021577427211186,-0.9227019695113959,0.05166194173717259,6,17,13,17,0.7647058823529411,0.05166194173717259,Medium
Lesotho,LSO,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.0258730397608416,0.3014914221471607,-0.5104303109542819,-0.3977611694516576,0.3479781927185353,-0.9385059551646217,-0.20385014341095112,6,17,15,17,0.8823529411764706,-0.20385014341095112,High
Liberia,LBR,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.3450741976550784,0.438159879906459,-0.6895905063205251,-0.24117469113997822,-0.26141110214613683,-1.100321430192692,-0.3665686745913253,6,17,12,17,0.7058823529411765,-0.3665686745913253,Medium
Libya,LBY,2016,"Middle East, North Africa, Afghanistan & Pakistan","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,,0.04710457576654258,0.438159879906459,-0.17734290235909178,1.1811690389513074,-0.47766051004202276,-0.9376482097854889,0.012296978739617603,6,17,10,17,0.5882352941176471,0.012296978739617603,Low
Liechtenstein,LIE,2016,Europe & Central Asia,,,,0.622923195810252,0.5233754020819119,-0.1200798735409246,1.7048027101854633,-0.2167261860175566,-0.9090392124616983,0.2675426726762413,6,17,9,17,0.5294117647058824,0.2675426726762413,Low
Lithuania,LTU,2016,Europe & Central Asia,,,,0.5824063480471359,0.6845107250903836,0.11621908442007393,1.6659234106944958,0.3471487944171607,-0.8616525095442015,0.42242597552084143,6,17,15,17,0.8823529411764706,0.42242597552084143,High
Low & middle income,LMY,2016,Aggregates,,,,0.05846640475623882,0.2311417616179113,-0.32046857820011193,0.666993850636571,-0.39832737652265676,-1.1012766198530761,-0.14391175959418726,6,17,15,17,0.8823529411764706,-0.14391175959418726,High
Luxembourg,LUX,2016,Europe & Central Asia,,,,0.6538665371839519,0.38625866073080645,0.13819808023313776,1.703028788663637,0.9519048653717647,-0.864362081111525,0.4948158085119621,6,17,15,17,0.8823529411764706,0.4948158085119621,High
"Macao SAR, China",MAC,2016,East Asia & Pacific,,,,0.9565778405485674,0.7198503613846413,-0.11451168322862348,1.7047809202571378,0.11852359718307443,-0.9139218194813603,0.4118832027772395,6,17,12,17,0.7058823529411765,0.4118832027772395,Medium
Madagascar,MDG,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.596650906701376,-0.08057428815963776,-0.6707136735131055,-0.5282993912209434,-0.280439289187264,-0.8882798006068445,-0.5074928915648619,6,17,15,17,0.8823529411764706,-0.5074928915648619,High
Malawi,MWI,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.5321890751066697,0.15403352077349672,-0.6661587068960019,-0.48070520274477574,-0.23439717938381538,-1.1290256351699062,-0.4814070464212787,6,17,14,17,0.8235294117647058,-0.4814070464212787,High
Malaysia,MYS,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,0.43591645268269863,0.4142689645708509,-0.039261480317338525,2.017331721699565,0.27283904770915274,-0.897571729598918,0.36725382945766843,6,17,16,17,0.9411764705882353,0.36725382945766843,High
Maldives,MDV,2016,South Asia,South Asia,,,0.5739901360638521,0.37614136532461484,-0.04231637379371326,1.5459485526456183,0.4173726016907269,-0.8901895599498101,0.3301577869968815,6,17,15,17,0.8823529411764706,0.3301577869968815,High
Mali,MLI,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.13677149179053552,0.16452103973994384,-0.6988811052979588,0.4330305248994091,-0.32833411783217115,-1.03787269535428,-0.26738464093926545,6,17,12,17,0.7058823529411765,-0.26738464093926545,Medium
Malta,MLT,2016,"Middle East, North Africa, Afghanistan & Pakistan",,,,0.5466475168650863,0.47076912940316423,0.15280623419394757,1.704337994105322,0.9435534252950983,-0.8678711043530392,0.4917071992515966,6,17,15,17,0.8823529411764706,0.4917071992515966,High
Marshall Islands,MHL,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,-0.03014748642734057,0.3622996535068013,-0.3096778219127306,0.7610271005305504,0.20431280246513212,-0.8093168123219394,0.029749572640078898,6,17,12,17,0.7058823529411765,0.029749572640078898,Medium
Mauritania,MRT,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.1998198493536798,-0.0969155145087675,-0.411803239311108,0.05076258782175741,-0.20424654571859388,-1.048080385745197,-0.31835049113593145,6,17,14,17,0.8235294117647058,-0.31835049113593145,High
Mauritius,MUS,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,0.35383326306111035,0.4465433789456523,-0.07635689426370885,1.909031968178689,0.2778103206413516,-0.8838551027338486,0.337834488971541,6,17,15,17,0.8823529411764706,0.337834488971541,High
Mexico,MEX,2016,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),,,0.10685460923037764,0.5030102533812394,-0.15201137527094494,0.9021689954668122,-0.16271154375309357,-0.910687942962956,0.04777049934857247,6,17,16,17,0.9411764705882353,0.04777049934857247,High
"Micronesia, Fed. Sts.",FSM,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,-0.47477174728552746,0.438159879906459,-0.5949161821503665,1.2700382964831312,0.0430633407635298,-0.8215791746069471,-0.023334264481620164,6,17,11,17,0.6470588235294118,-0.023334264481620164,Medium
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2016,Aggregates,,,,0.006337458329122571,0.07239842263204778,-0.224847460344321,0.7840248159274164,-0.21086481190465833,-1.095314489167014,-0.11137767742123443,6,17,17,17,1.0,-0.11137767742123443,High
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2016,Aggregates,,,,-0.07797322184322714,0.438159879906459,-0.243041507021034,-0.0740793809178666,-0.40607452179066844,-1.0406059563885022,-0.23393578467580656,6,17,13,17,0.7647058823529411,-0.23393578467580656,Medium
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2016,Aggregates,,,,-0.06576468291811229,0.438159879906459,-0.24284083119782418,0.11905274824157137,-0.40417320604172446,-1.040628595446219,-0.19936578124264162,6,17,13,17,0.7647058823529411,-0.19936578124264162,Medium
Middle income,MIC,2016,Aggregates,,,,0.08797942371651418,0.2822261047150575,-0.2894336334878824,0.9494540367310084,-0.3969061990475899,-1.029872604022162,-0.06609214523250906,6,17,14,17,0.8235294117647058,-0.06609214523250906,High
Moldova,MDA,2016,Europe & Central Asia,Europe & Central Asia (excluding high income),,,0.3327615165572358,0.5662957927055084,0.008412377016481046,1.0462343471415017,-0.01166183593531428,-0.8779883787829167,0.17734230311708266,6,17,16,17,0.9411764705882353,0.17734230311708266,High
Monaco,MCO,2016,Europe & Central Asia,,,,0.49287241464498627,0.8305187062849458,0.19264216263204856,1.7048027101854633,-0.2193640881207502,-0.8816043732322839,0.3533112553990682,6,17,13,17,0.7647058823529411,0.3533112553990682,Medium
Mongolia,MNG,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,-0.021864590607192796,0.5468015560361076,-0.3893519487945758,1.3486438885704002,0.03459932160065976,-1.0449565718546123,0.0789786091584644,6,17,14,17,0.8235294117647058,0.0789786091584644,High
Montenegro,MNE,2016,Europe & Central Asia,Europe & Central Asia (excluding high income),,,0.6052678518891977,0.5162059555038899,-0.06734425424468544,1.5835085607109656,0.09168129548581344,-0.9233531520262273,0.3009943762198257,6,17,16,17,0.9411764705882353,0.3009943762198257,High
Morocco,MAR,2016,"Middle East, North Africa, Afghanistan & Pakistan","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,,0.19678963679186515,0.36530117399023737,-0.08603005595684378,0.49921462320283033,-0.21241281151948352,-0.9093354079477033,-0.02441214023984961,6,17,13,17,0.7647058823529411,-0.02441214023984961,Medium
Mozambique,MOZ,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.45061232397429407,0.22978388275436976,-0.6733196399911598,-0.428529537565631,0.12952595099024528,-0.8915565787974861,-0.3474513744306593,6,17,14,17,0.8235294117647058,-0.3474513744306593,High
Myanmar,MMR,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,-0.16442767993349128,0.29289694959182516,-0.530511582049878,-0.3616794992663157,-0.19101367940278452,-0.9978658842255103,-0.32543356254769246,6,17,14,17,0.8235294117647058,-0.32543356254769246,High
Namibia,NAM,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.009425805082451185,0.24299759921825073,-0.44527019956393743,1.177465880653792,-0.040707989985388604,-0.8968396722527004,0.004703302164594192,6,17,15,17,0.8823529411764706,0.004703302164594192,High
Naoero,NRU,2016,East Asia & Pacific,,,,0.03354051030462473,0.3756684997928145,-0.14204738579603088,0.603693563737551,0.625399570978461,-0.8343919466989046,0.11031046871975264,6,17,11,17,0.6470588235294118,0.11031046871975264,Medium
Nepal,NPL,2016,South Asia,South Asia,,,-0.04402957561713352,0.02149023824194977,-0.4746475443564588,0.24120654221320978,-0.44525867028773625,-1.0342552917381485,-0.2892490502573863,6,17,15,17,0.8823529411764706,-0.2892490502573863,High
Netherlands,NLD,2016,Europe & Central Asia,,,,0.5987717027057665,0.7521572098767842,0.1758401149822438,1.7046500643786835,0.46440321955479263,-0.8584117667261335,0.47290175746202284,6,17,15,17,0.8823529411764706,0.47290175746202284,High
New Caledonia,NCL,2016,East Asia & Pacific,,,,0.1335234708108454,0.438159879906459,-0.1469034619851786,1.6814248913399128,-0.29867221006579836,-0.9063000092819072,0.15020542678738882,6,17,5,17,0.29411764705882354,0.15020542678738882,Low
New Zealand,NZL,2016,East Asia & Pacific,,,,0.5688236355912523,0.7670019231396702,0.159950075481912,1.6784223719303124,-0.3479947078253387,-0.8474276923441533,0.3297959343289425,6,17,14,17,0.8235294117647058,0.3297959343289425,High
Nicaragua,NIC,2016,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),,,0.03965067111531025,0.438159879906459,-0.33648752326363945,0.6082593740306769,0.005627693716086957,-0.9154866367664996,-0.026712756876934324,6,17,11,17,0.6470588235294118,-0.026712756876934324,Medium
Niger,NER,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.5691618800483957,-0.16058414527238277,-0.6866067841975426,0.41809338086850373,-0.4853401480436325,-1.0517829546891748,-0.4225637552304375,6,17,13,17,0.7647058823529411,-0.4225637552304375,Medium
Nigeria,NGA,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.22599394288957317,-0.008278533610712268,-0.6972222652919703,-0.2800789706154909,-0.26529560305609867,-1.0451999932900036,-0.42034488479230814,6,17,14,17,0.8235294117647058,-0.42034488479230814,High
North America,NAC,2016,Aggregates,,,,0.411466700715738,0.7192399744148479,0.0954659485064376,1.6854362913609997,-0.5385451953347598,-0.8405067268063474,0.25542616547615266,6,17,15,17,0.8823529411764706,0.25542616547615266,High
North Macedonia,MKD,2016,Europe & Central Asia,Europe & Central Asia (excluding high income),,,0.2831396564302878,0.438159879906459,0.010717233922491446,1.9436876185248249,0.18944192218317624,-0.9562261598026994,0.3181533585274234,6,17,14,17,0.8235294117647058,0.3181533585274234,High
Northern Mariana Islands,MNP,2016,East Asia & Pacific,,,,0.1335234708108454,0.438159879906459,-0.14672279624195214,1.6018820507310136,0.7197762348989791,-0.8092887358595838,0.32288835070762684,6,17,7,17,0.4117647058823529,0.32288835070762684,Low
Norway,NOR,2016,Europe & Central Asia,,,,0.5612840712400642,0.7831125232711122,0.196897755563776,1.7008954593311394,-0.23451777875812815,-0.8321507603702568,0.36258687837961784,6,17,15,17,0.8823529411764706,0.36258687837961784,High
OECD members,OED,2016,Aggregates,,,,0.27933923005745803,0.6801714902893976,0.08411961118957678,1.5635615256695035,-0.34471914204494014,-0.8736074975636962,0.23147753626621656,6,17,12,17,0.7058823529411765,0.23147753626621656,Medium
Oman,OMN,2016,"Middle East, North Africa, Afghanistan & Pakistan",,,,0.5039439186195728,0.5128497789457003,0.11572782849300052,1.2124276529654308,-0.1093202244008748,-1.0579719890675063,0.19627616092588718,6,17,14,17,0.8235294117647058,0.19627616092588718,High
Other small states,OSS,2016,Aggregates,,,,0.25332326878140027,0.16731619221376928,-0.27132956521906787,1.8454949199041082,0.2997947966275379,-0.8967929481388892,0.23296777736147645,6,17,14,17,0.8235294117647058,0.23296777736147645,High
Pacific island small states,PSS,2016,Aggregates,,,,-0.035566016333303606,0.20851157470468182,-0.4906371230136291,0.9449642667945911,0.01712910338246909,-0.842627245239869,-0.03303757328417661,6,17,12,17,0.7058823529411765,-0.03303757328417661,Medium
Pakistan,PAK,2016,"Middle East, North Africa, Afghanistan & Pakistan","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,,-0.37734665940681356,-0.06169106901085716,-0.42483307170138024,-0.2565951948130747,-0.5452680684642128,-1.0387963866147498,-0.450755075001848,6,17,15,17,0.8823529411764706,-0.450755075001848,High
Palau,PLW,2016,East Asia & Pacific,,,,0.1335234708108454,0.438159879906459,-0.09797589388775714,1.733418356283104,0.1969025930117091,-0.8303648017970534,0.26227726738788454,6,17,10,17,0.5882352941176471,0.26227726738788454,Low
Panama,PAN,2016,Latin America & Caribbean ,,,,0.26193525829013303,0.413500240918824,-0.05020349160308681,1.5635615256695035,-0.07488736079739827,-0.9119004774747571,0.2003342825005364,6,17,14,17,0.8235294117647058,0.2003342825005364,High
Papua New Guinea,PNG,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,-0.5061350200031242,0.438159879906459,-0.619968498544436,0.49191085595264766,-0.20832975978618534,-0.8863316203271506,-0.21511569380029827,6,17,10,17,0.5882352941176471,-0.21511569380029827,Low
Paraguay,PRY,2016,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),,,0.17933631150409537,0.42416023275563425,-0.25980312734324323,1.0572083546355802,-0.2116224484919189,-0.8988805334914273,0.04839979826145341,6,17,16,17,0.9411764705882353,0.04839979826145341,High
Peru,PER,2016,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),,,0.15079908421107233,0.6848875631584234,-0.18006931266596402,0.720989751715242,-0.39688873110101064,-1.0064579487233993,-0.004456598900939357,6,17,17,17,1.0,-0.004456598900939357,High
Philippines,PHL,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,0.055144856736250754,0.3595581300270348,-0.38789513929080593,0.4816030860757648,-0.23648868285711436,-0.9256908728124983,-0.10896143702022804,6,17,14,17,0.8235294117647058,-0.10896143702022804,High
Poland,POL,2016,Europe & Central Asia,,,,0.47371817436411606,0.6762111402273967,0.1719543994405658,2.0051525362961233,0.02994481631106316,-0.9073576357278995,0.408270571818561,6,17,16,17,0.9411764705882353,0.408270571818561,High
Portugal,PRT,2016,Europe & Central Asia,,,,0.3857150305829729,0.6748946922325579,0.13512689612803216,2.0212613463766607,-0.11863305645156041,-0.8400285167822138,0.37638939868107496,6,17,16,17,0.9411764705882353,0.37638939868107496,High
Post-demographic dividend,PST,2016,Aggregates,,,,0.3142218158646634,0.7017756058702779,0.13523193132049105,1.5635615256695035,-0.32904093054097716,-0.8629595281891742,0.25379840333246406,6,17,12,17,0.7058823529411765,0.25379840333246406,Medium
Pre-demographic dividend,PRE,2016,Aggregates,,,,-0.12641288879531828,-0.17871982258336772,-0.6128561032519556,-0.1788565733126286,-0.2349922426149854,-1.0383575146547528,-0.3950325242021681,6,17,13,17,0.7647058823529411,-0.3950325242021681,Medium
Puerto Rico (US),PRI,2016,Latin America & Caribbean ,,,,0.20542142305784958,0.7227334969198745,0.02005163065585876,1.6970132832982336,0.11717146198626505,-0.8290090724089912,0.3222303705848484,6,17,13,17,0.7647058823529411,0.3222303705848484,Medium
Qatar,QAT,2016,"Middle East, North Africa, Afghanistan & Pakistan",,,,0.5527317227052683,0.31099371442621,0.17904843413413019,2.030551776739303,-0.07553759608084276,-1.0617768820898064,0.3226685283057104,6,17,15,17,0.8823529411764706,0.3226685283057104,High
Romania,ROU,2016,Europe & Central Asia,,,,0.292079612022407,0.45570696779376685,0.07537233582216167,1.9509716704068423,-0.05707985517690012,-0.9152405828035541,0.30030169134412055,6,17,16,17,0.9411764705882353,0.30030169134412055,High
Russian Federation,RUS,2016,Europe & Central Asia,,,,0.5732183981291615,0.6802400430818291,0.0723145046914253,1.5721420266638482,-0.40951438167947646,-0.8687123431425592,0.2699480412907047,6,17,15,17,0.8823529411764706,0.2699480412907047,High
Rwanda,RWA,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.2998661123365595,-0.05128774685120833,-0.6564684533956735,-0.15578630103243274,-0.3532927631147238,-1.2494770430300852,-0.46102973662678054,6,17,15,17,0.8823529411764706,-0.46102973662678054,High
Samoa,WSM,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,-0.08852523695321048,0.48021109003099866,-0.45516301768545925,0.9896532691477232,-0.11505422010652958,-0.8289886555472429,-0.0029777951856200433,6,17,14,17,0.8235294117647058,-0.0029777951856200433,High
San Marino,SMR,2016,Europe & Central Asia,,,,0.2887217300318258,0.438159879906459,0.18248655797492472,2.0502731526946487,0.9434782553729907,-0.8763599444389224,0.504459938590321,6,17,13,17,0.7647058823529411,0.504459938590321,Medium
Sao Tome and Principe,STP,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.15510765962769416,0.40419946879064433,-0.6464497167258423,0.15749381599907217,0.06177751569149592,-0.8998795796316644,-0.17966102591733144,6,17,14,17,0.8235294117647058,-0.17966102591733144,High
Saudi Arabia,SAU,2016,"Middle East, North Africa, Afghanistan & Pakistan",,,,0.58746560445205,0.6242373509178208,0.14185866462693716,1.1653104418847837,-0.33183102397094505,-1.0521705868919433,0.18914507516978385,6,17,14,17,0.8235294117647058,0.18914507516978385,High
Senegal,SEN,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.09368704133315298,0.014384475974001387,-0.5032255801031903,0.1845501421548437,-0.3198747570312995,-1.0449026612098442,-0.29379257025810696,6,17,14,17,0.8235294117647058,-0.29379257025810696,High
Serbia,SRB,2016,Europe & Central Asia,Europe & Central Asia (excluding high income),,,0.39637694385321504,0.6173802102280078,-0.040811894171442244,1.9121628120529024,0.04033477166938593,-0.9581660239713597,0.3278794699434515,6,17,17,17,1.0,0.3278794699434515,High
Seychelles,SYC,2016,Sub-Saharan Africa ,,,,0.3456136070566213,0.39361192214122803,-0.06915830578082721,1.8516067993494583,0.7817820247381454,-0.8624265880087124,0.4068382432493189,6,17,15,17,0.8823529411764706,0.4068382432493189,High
Sierra Leone,SLE,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.2235660760290713,0.17568226631178155,-0.7084563896889612,-0.6921869142287195,-0.4045858771239247,-0.9468608607450842,-0.46666230858399654,6,17,13,17,0.7647058823529411,-0.46666230858399654,Medium
Singapore,SGP,2016,East Asia & Pacific,,,,0.6582300787216606,0.7899715580754277,0.16645297400011472,2.0502731526946487,0.950522700050855,-0.8890898744578725,0.6210600981808058,6,17,16,17,0.9411764705882353,0.6210600981808058,High
Sint Maarten (Dutch part),SXM,2016,Latin America & Caribbean ,,,,0.1335234708108454,0.438159879906459,-0.154606392310016,1.5635615256695035,-0.24120991129114683,-0.9170578305757465,0.13706179036831642,6,17,4,17,0.23529411764705882,0.13706179036831642,Low
Slovak Republic,SVK,2016,Europe & Central Asia,,,,0.48972668290530613,0.4724818170713018,0.15177805516745546,1.699925120913444,0.7249533751143578,-0.8956916170966576,0.4405289056792013,6,17,15,17,0.8823529411764706,0.4405289056792013,High
Slovenia,SVN,2016,Europe & Central Asia,,,,0.41269149714319714,0.7622959583190155,0.17373034503177975,1.6816594609775635,0.4508639227934207,-0.8783200702268276,0.4338201856730249,6,17,15,17,0.8823529411764706,0.4338201856730249,High
Small states,SST,2016,Aggregates,,,,0.1842658418097307,0.19491869311084972,-0.26039270883212723,1.8454949199041082,0.22585127467825356,-0.8851391486940807,0.21749981199612237,6,17,15,17,0.8823529411764706,0.21749981199612237,High
Solomon Islands,SLB,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,-0.38489354882678045,0.438159879906459,-0.5958742580614159,-0.04772081949948518,-0.07267390370483617,-0.8721987510977002,-0.2558669002139598,6,17,12,17,0.7058823529411765,-0.2558669002139598,Medium
"Somalia, Fed. Rep.",SOM,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.5231342121789601,0.438159879906459,-0.7082045525923425,0.4209670916820711,-0.15553604122233125,-0.9150952401854139,-0.24047384576508626,6,17,11,17,0.6470588235294118,-0.24047384576508626,Medium
South Africa,ZAF,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,0.30382474009751714,0.383684051077241,-0.20362155591930478,1.5374954375126946,-0.33432579021330855,-0.9472719994929649,0.1232974805103124,6,17,15,17,0.8823529411764706,0.1232974805103124,High
South Asia,SAS,2016,Aggregates,,,,-0.2427622785437288,0.15937278030752086,-0.37906032843076326,0.5639506409912906,-0.4086642848566853,-1.0379492432539623,-0.22418545229772138,6,17,15,17,0.8823529411764706,-0.22418545229772138,High
South Asia (IDA & IBRD),TSA,2016,Aggregates,,,,-0.2427622785437288,0.15937278030752086,-0.37906032843076326,0.5639506409912906,-0.4086642848566853,-1.0379492432539623,-0.22418545229772138,6,17,15,17,0.8823529411764706,-0.22418545229772138,High
South Sudan,SSD,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.63512503268501,0.438159879906459,-0.8224236253479096,-0.3770794647238938,-0.2167261860175566,-1.1440603027823453,-0.4595424552750427,6,17,11,17,0.6470588235294118,-0.4595424552750427,Medium
Spain,ESP,2016,Europe & Central Asia,,,,0.41916977202916517,0.91622123548078,0.19647046038393512,1.7025245915337217,-0.24858369210854914,-0.8549702019055435,0.3551386942355849,6,17,16,17,0.9411764705882353,0.3551386942355849,High
Sri Lanka,LKA,2016,South Asia,South Asia,,,-0.0024253004454639626,0.32302134833382273,-0.34439497118785223,0.6610956722359935,-0.3773746798416309,-0.9528513672937144,-0.11548821636647422,6,17,16,17,0.9411764705882353,-0.11548821636647422,High
St. Kitts and Nevis,KNA,2016,Latin America & Caribbean ,,,,0.6314121851403036,0.5850563460228005,-0.08603553067633544,1.5635615256695035,-0.19977863082854352,-0.8484254160945636,0.27429841320552756,6,17,11,17,0.6470588235294118,0.27429841320552756,Medium
St. Lucia,LCA,2016,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),,,0.17140592779963557,0.29573888420237354,-0.10560765285920237,1.4453488246676198,-0.2077251088477956,-0.8622966004094902,0.12281071242552345,6,17,12,17,0.7058823529411765,0.12281071242552345,Medium
St. Martin (French part),MAF,2016,Latin America & Caribbean ,,,,0.1335234708108454,0.438159879906459,-0.1330743205491165,1.6865416234674069,-0.18673167379855188,-0.9029576319268325,0.17257689131836837,6,17,5,17,0.29411764705882354,0.17257689131836837,Low
St. Vincent and the Grenadines,VCT,2016,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),,,0.1836283591690516,0.31916598680742275,-0.12231649674790436,1.49782499067985,-0.19330054464260282,-0.8582657662564586,0.13778942150155973,6,17,11,17,0.6470588235294118,0.13778942150155973,Medium
Sub-Saharan Africa ,SSF,2016,Aggregates,,,,-0.2969620015116679,-0.1542950289529049,-0.6100188104735912,-0.11659932466920879,-0.3493530029097545,-1.2424455716466525,-0.4616122900272966,6,17,17,17,1.0,-0.4616122900272966,High
Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,Aggregates,,,,-0.297509473460839,-0.1542950289529049,-0.6100188104735912,-0.11659932466920879,-0.3493530029097546,-1.0179840254646824,-0.4242932776551635,6,17,16,17,0.9411764705882353,-0.4242932776551635,High
Sub-Saharan Africa (excluding high income),SSA,2016,Aggregates,,,,-0.28982559230864263,-0.1543089849515178,-0.6100674830425649,-0.12428898243441534,-0.35056925404630723,-1.0179980284875692,-0.42450972087850286,6,17,16,17,0.9411764705882353,-0.42450972087850286,High
Sudan,SDN,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.34426695041494576,0.16920524193204856,-0.38550268687292816,0.423669884030854,-0.6622532727635243,-1.0404215678965558,-0.3065948919975086,6,17,12,17,0.7058823529411765,-0.3065948919975086,Medium
Suriname,SUR,2016,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),,,0.2756834587624156,0.3371117743109234,-0.1290011292472835,1.2073656604781313,-0.2807709142565024,-0.8928450329504328,0.08625730284954193,6,17,13,17,0.7647058823529411,0.08625730284954193,Medium
Sweden,SWE,2016,Europe & Central Asia,,,,0.5950600796633934,0.8234787220868682,0.17992612513947182,1.7028781586841524,-0.09843835003392759,-0.8325666180560334,0.3950563529139875,6,17,15,17,0.8823529411764706,0.3950563529139875,High
Switzerland,CHE,2016,Europe & Central Asia,,,,0.6789421212005102,0.6013251417094511,0.17606711554653456,1.6867361282080777,0.22543415315636506,-0.8562749315947923,0.4187049547043576,6,17,15,17,0.8823529411764706,0.4187049547043576,High
Syrian Arab Republic,SYR,2016,"Middle East, North Africa, Afghanistan & Pakistan","Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,,-0.20672464595277304,0.42916596860935147,-0.036420100901140486,0.4481457306583699,-0.28301552993096324,-0.9583130910686884,-0.10119361143097398,6,17,12,17,0.7058823529411765,-0.10119361143097398,Medium
Tajikistan,TJK,2016,Europe & Central Asia,Europe & Central Asia (excluding high income),,,-0.09787328813761603,0.34571619760035827,-0.08080912653993334,-0.26693508356721335,-0.29846481222145477,-0.9845306655637946,-0.2304827964049423,6,17,14,17,0.8235294117647058,-0.2304827964049423,High
Tanzania,TZA,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.30630026614367784,-0.14278329869033954,-0.6489626129725377,0.16431704278854836,-0.47277322562080487,-0.9294624956866074,-0.38932747605423645,6,17,14,17,0.8235294117647058,-0.38932747605423645,High
Thailand,THA,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,0.4496471391737826,0.6538103581953726,-0.11865586238613163,1.5428108684822088,0.22377691024621693,-0.935452885467102,0.3026560880407246,6,17,16,17,0.9411764705882353,0.3026560880407246,High
Timor-Leste,TLS,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,0.03839876834527878,0.2415815512487499,-0.6100592562644391,-0.10199742602111088,-0.2867528199692252,-0.8742699285867772,-0.26551651854125397,6,17,13,17,0.7647058823529411,-0.26551651854125397,Medium
Togo,TGO,2016,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),,,-0.341913045654799,0.2557853020250321,-0.655680093788867,0.12451124920157745,-0.22589361215502887,-1.0089983376939806,-0.3086980896776777,6,17,13,17,0.7647058823529411,-0.3086980896776777,Medium
Tonga,TON,2016,East Asia & Pacific,East Asia & Pacific (excluding high income),,,-0.1414520827899757,0.48283361100784267,-0.21373883753998676,0.9854000508438548,-0.011022692409085377,-0.8183056434269668,0.04728573428094712,6,17,14,17,0.8235294117647058,0.04728573428094712,High
