record_id,title,authors_year,source,strand,stage_title_abstract_decision,stage_title_abstract_reason,full_text_retrieved,stage_full_text_decision,full_text_reason,reviewer_1,reviewer_2,adjudication_notes
,,,,,,,,,,,,
